area,item,year,hg/ha_yield,average_rainfall,presticides_tonnes,avg_temp
Pakistan,Potatoes,2007,193516,494,5935.96,25.16
Pakistan,Potatoes,2007,193516,494,5935.96,23.33
Pakistan,Potatoes,2007,193516,494,5935.96,27.69
Pakistan,Potatoes,2007,193516,494,5935.96,23.33
Pakistan,Potatoes,2007,193516,494,5935.96,27.21
Pakistan,Potatoes,2007,193516,494,5935.96,25.16
Pakistan,Potatoes,2007,193516,494,5935.96,26.53
Pakistan,Potatoes,2007,193516,494,5935.96,19.5
Pakistan,Potatoes,2007,193516,494,5935.96,23.33
Pakistan,"Rice, paddy",2007,33176,494,5935.96,25.16
Pakistan,"Rice, paddy",2007,33176,494,5935.96,23.33
Pakistan,"Rice, paddy",2007,33176,494,5935.96,27.69
Pakistan,"Rice, paddy",2007,33176,494,5935.96,23.33
Pakistan,"Rice, paddy",2007,33176,494,5935.96,27.21
Pakistan,"Rice, paddy",2007,33176,494,5935.96,25.16
Pakistan,"Rice, paddy",2007,33176,494,5935.96,26.53
Pakistan,"Rice, paddy",2007,33176,494,5935.96,19.5
Pakistan,"Rice, paddy",2007,33176,494,5935.96,23.33
Pakistan,Sorghum,2007,6045,494,5935.96,25.16
Pakistan,Sorghum,2007,6045,494,5935.96,23.33
Pakistan,Sorghum,2007,6045,494,5935.96,27.69
Pakistan,Sorghum,2007,6045,494,5935.96,23.33
Pakistan,Sorghum,2007,6045,494,5935.96,27.21
Pakistan,Sorghum,2007,6045,494,5935.96,25.16
Pakistan,Sorghum,2007,6045,494,5935.96,26.53
Pakistan,Sorghum,2007,6045,494,5935.96,19.5
Pakistan,Sorghum,2007,6045,494,5935.96,23.33
Pakistan,Soybeans,2007,5818,494,5935.96,25.16
Pakistan,Soybeans,2007,5818,494,5935.96,23.33
Pakistan,Soybeans,2007,5818,494,5935.96,27.69
Pakistan,Soybeans,2007,5818,494,5935.96,23.33
Pakistan,Soybeans,2007,5818,494,5935.96,27.21
Pakistan,Soybeans,2007,5818,494,5935.96,25.16
Pakistan,Soybeans,2007,5818,494,5935.96,26.53
Pakistan,Soybeans,2007,5818,494,5935.96,19.5
Pakistan,Soybeans,2007,5818,494,5935.96,23.33
Pakistan,Sweet potatoes,2007,114454,494,5935.96,25.16
Pakistan,Sweet potatoes,2007,114454,494,5935.96,23.33
Pakistan,Sweet potatoes,2007,114454,494,5935.96,27.69
Pakistan,Sweet potatoes,2007,114454,494,5935.96,23.33
Pakistan,Sweet potatoes,2007,114454,494,5935.96,27.21
Pakistan,Sweet potatoes,2007,114454,494,5935.96,25.16
Pakistan,Sweet potatoes,2007,114454,494,5935.96,26.53
Pakistan,Sweet potatoes,2007,114454,494,5935.96,19.5
Pakistan,Sweet potatoes,2007,114454,494,5935.96,23.33
Pakistan,Wheat,2007,27156,494,5935.96,25.16
Pakistan,Wheat,2007,27156,494,5935.96,23.33
Pakistan,Wheat,2007,27156,494,5935.96,27.69
Pakistan,Wheat,2007,27156,494,5935.96,23.33
Pakistan,Wheat,2007,27156,494,5935.96,27.21
Pakistan,Wheat,2007,27156,494,5935.96,25.16
Pakistan,Wheat,2007,27156,494,5935.96,26.53
Pakistan,Wheat,2007,27156,494,5935.96,19.5
Pakistan,Wheat,2007,27156,494,5935.96,23.33
Pakistan,Maize,2008,34154,494,4946.79,24.89
Pakistan,Maize,2008,34154,494,4946.79,23.21
Pakistan,Maize,2008,34154,494,4946.79,27.23
Pakistan,Maize,2008,34154,494,4946.79,23.21
Pakistan,Maize,2008,34154,494,4946.79,26.74
Pakistan,Maize,2008,34154,494,4946.79,24.89
Pakistan,Maize,2008,34154,494,4946.79,26.33
Pakistan,Maize,2008,34154,494,4946.79,19.34
Pakistan,Maize,2008,34154,494,4946.79,23.21
Pakistan,Potatoes,2008,164550,494,4946.79,24.89
Pakistan,Potatoes,2008,164550,494,4946.79,23.21
Pakistan,Potatoes,2008,164550,494,4946.79,27.23
Pakistan,Potatoes,2008,164550,494,4946.79,23.21
Pakistan,Potatoes,2008,164550,494,4946.79,26.74
Pakistan,Potatoes,2008,164550,494,4946.79,24.89
Pakistan,Potatoes,2008,164550,494,4946.79,26.33
Pakistan,Potatoes,2008,164550,494,4946.79,19.34
Pakistan,Potatoes,2008,164550,494,4946.79,23.21
Pakistan,"Rice, paddy",2008,35199,494,4946.79,24.89
Pakistan,"Rice, paddy",2008,35199,494,4946.79,23.21
Pakistan,"Rice, paddy",2008,35199,494,4946.79,27.23
Pakistan,"Rice, paddy",2008,35199,494,4946.79,23.21
Pakistan,"Rice, paddy",2008,35199,494,4946.79,26.74
Pakistan,"Rice, paddy",2008,35199,494,4946.79,24.89
Pakistan,"Rice, paddy",2008,35199,494,4946.79,26.33
Pakistan,"Rice, paddy",2008,35199,494,4946.79,19.34
Pakistan,"Rice, paddy",2008,35199,494,4946.79,23.21
Pakistan,Sorghum,2008,6262,494,4946.79,24.89
Pakistan,Sorghum,2008,6262,494,4946.79,23.21
Pakistan,Sorghum,2008,6262,494,4946.79,27.23
Pakistan,Sorghum,2008,6262,494,4946.79,23.21
Pakistan,Sorghum,2008,6262,494,4946.79,26.74
Pakistan,Sorghum,2008,6262,494,4946.79,24.89
Pakistan,Sorghum,2008,6262,494,4946.79,26.33
Pakistan,Sorghum,2008,6262,494,4946.79,19.34
Pakistan,Sorghum,2008,6262,494,4946.79,23.21
Pakistan,Soybeans,2008,5918,494,4946.79,24.89
Pakistan,Soybeans,2008,5918,494,4946.79,23.21
Pakistan,Soybeans,2008,5918,494,4946.79,27.23
Pakistan,Soybeans,2008,5918,494,4946.79,23.21
Pakistan,Soybeans,2008,5918,494,4946.79,26.74
Pakistan,Soybeans,2008,5918,494,4946.79,24.89
Pakistan,Soybeans,2008,5918,494,4946.79,26.33
Pakistan,Soybeans,2008,5918,494,4946.79,19.34
Pakistan,Soybeans,2008,5918,494,4946.79,23.21
Pakistan,Sweet potatoes,2008,111477,494,4946.79,24.89
Pakistan,Sweet potatoes,2008,111477,494,4946.79,23.21
Pakistan,Sweet potatoes,2008,111477,494,4946.79,27.23
Pakistan,Sweet potatoes,2008,111477,494,4946.79,23.21
Pakistan,Sweet potatoes,2008,111477,494,4946.79,26.74
Pakistan,Sweet potatoes,2008,111477,494,4946.79,24.89
Pakistan,Sweet potatoes,2008,111477,494,4946.79,26.33
Pakistan,Sweet potatoes,2008,111477,494,4946.79,19.34
Pakistan,Sweet potatoes,2008,111477,494,4946.79,23.21
Pakistan,Wheat,2008,24514,494,4946.79,24.89
Pakistan,Wheat,2008,24514,494,4946.79,23.21
Pakistan,Wheat,2008,24514,494,4946.79,27.23
Pakistan,Wheat,2008,24514,494,4946.79,23.21
Pakistan,Wheat,2008,24514,494,4946.79,26.74
Pakistan,Wheat,2008,24514,494,4946.79,24.89
Pakistan,Wheat,2008,24514,494,4946.79,26.33
Pakistan,Wheat,2008,24514,494,4946.79,19.34
Pakistan,Wheat,2008,24514,494,4946.79,23.21
Pakistan,Maize,2009,34879,494,3957.61,25.37
Pakistan,Maize,2009,34879,494,3957.61,23.62
Pakistan,Maize,2009,34879,494,3957.61,27.88
Pakistan,Maize,2009,34879,494,3957.61,23.62
Pakistan,Maize,2009,34879,494,3957.61,27.41
Pakistan,Maize,2009,34879,494,3957.61,25.37
Pakistan,Maize,2009,34879,494,3957.61,26.68
Pakistan,Maize,2009,34879,494,3957.61,19.3
Pakistan,Maize,2009,34879,494,3957.61,23.62
Pakistan,Potatoes,2009,202848,494,3957.61,25.37
Pakistan,Potatoes,2009,202848,494,3957.61,23.62
Pakistan,Potatoes,2009,202848,494,3957.61,27.88
Pakistan,Potatoes,2009,202848,494,3957.61,23.62
Pakistan,Potatoes,2009,202848,494,3957.61,27.41
Pakistan,Potatoes,2009,202848,494,3957.61,25.37
Pakistan,Potatoes,2009,202848,494,3957.61,26.68
Pakistan,Potatoes,2009,202848,494,3957.61,19.3
Pakistan,Potatoes,2009,202848,494,3957.61,23.62
Pakistan,"Rice, paddy",2009,35809,494,3957.61,25.37
Pakistan,"Rice, paddy",2009,35809,494,3957.61,23.62
Pakistan,"Rice, paddy",2009,35809,494,3957.61,27.88
Pakistan,"Rice, paddy",2009,35809,494,3957.61,23.62
Pakistan,"Rice, paddy",2009,35809,494,3957.61,27.41
Pakistan,"Rice, paddy",2009,35809,494,3957.61,25.37
Pakistan,"Rice, paddy",2009,35809,494,3957.61,26.68
Pakistan,"Rice, paddy",2009,35809,494,3957.61,19.3
Pakistan,"Rice, paddy",2009,35809,494,3957.61,23.62
Pakistan,Sorghum,2009,6204,494,3957.61,25.37
Pakistan,Sorghum,2009,6204,494,3957.61,23.62
Pakistan,Sorghum,2009,6204,494,3957.61,27.88
Pakistan,Sorghum,2009,6204,494,3957.61,23.62
Pakistan,Sorghum,2009,6204,494,3957.61,27.41
Pakistan,Sorghum,2009,6204,494,3957.61,25.37
Pakistan,Sorghum,2009,6204,494,3957.61,26.68
Pakistan,Sorghum,2009,6204,494,3957.61,19.3
Pakistan,Sorghum,2009,6204,494,3957.61,23.62
Pakistan,Soybeans,2009,6078,494,3957.61,25.37
Pakistan,Soybeans,2009,6078,494,3957.61,23.62
Pakistan,Soybeans,2009,6078,494,3957.61,27.88
Pakistan,Soybeans,2009,6078,494,3957.61,23.62
Pakistan,Soybeans,2009,6078,494,3957.61,27.41
Pakistan,Soybeans,2009,6078,494,3957.61,25.37
Pakistan,Soybeans,2009,6078,494,3957.61,26.68
Pakistan,Soybeans,2009,6078,494,3957.61,19.3
Pakistan,Soybeans,2009,6078,494,3957.61,23.62
Pakistan,Sweet potatoes,2009,114254,494,3957.61,25.37
Pakistan,Sweet potatoes,2009,114254,494,3957.61,23.62
Pakistan,Sweet potatoes,2009,114254,494,3957.61,27.88
Pakistan,Sweet potatoes,2009,114254,494,3957.61,23.62
Pakistan,Sweet potatoes,2009,114254,494,3957.61,27.41
Pakistan,Sweet potatoes,2009,114254,494,3957.61,25.37
Pakistan,Sweet potatoes,2009,114254,494,3957.61,26.68
Pakistan,Sweet potatoes,2009,114254,494,3957.61,19.3
Pakistan,Sweet potatoes,2009,114254,494,3957.61,23.62
Pakistan,Wheat,2009,26568,494,3957.61,25.37
Pakistan,Wheat,2009,26568,494,3957.61,23.62
Pakistan,Wheat,2009,26568,494,3957.61,27.88
Pakistan,Wheat,2009,26568,494,3957.61,23.62
Pakistan,Wheat,2009,26568,494,3957.61,27.41
Pakistan,Wheat,2009,26568,494,3957.61,25.37
Pakistan,Wheat,2009,26568,494,3957.61,26.68
Pakistan,Wheat,2009,26568,494,3957.61,19.3
Pakistan,Wheat,2009,26568,494,3957.61,23.62
Pakistan,Maize,2010,38052,494,2968.44,25.48
Pakistan,Maize,2010,38052,494,2968.44,23.75
Pakistan,Maize,2010,38052,494,2968.44,28
Pakistan,Maize,2010,38052,494,2968.44,23.75
Pakistan,Maize,2010,38052,494,2968.44,27.45
Pakistan,Maize,2010,38052,494,2968.44,25.48
Pakistan,Maize,2010,38052,494,2968.44,26.79
Pakistan,Maize,2010,38052,494,2968.44,19.52
Pakistan,Maize,2010,38052,494,2968.44,23.75
Pakistan,Potatoes,2010,226823,494,2968.44,25.48
Pakistan,Potatoes,2010,226823,494,2968.44,23.75
Pakistan,Potatoes,2010,226823,494,2968.44,28
Pakistan,Potatoes,2010,226823,494,2968.44,23.75
Pakistan,Potatoes,2010,226823,494,2968.44,27.45
Pakistan,Potatoes,2010,226823,494,2968.44,25.48
Pakistan,Potatoes,2010,226823,494,2968.44,26.79
Pakistan,Potatoes,2010,226823,494,2968.44,19.52
Pakistan,Potatoes,2010,226823,494,2968.44,23.75
Pakistan,"Rice, paddy",2010,30588,494,2968.44,25.48
Pakistan,"Rice, paddy",2010,30588,494,2968.44,23.75
Pakistan,"Rice, paddy",2010,30588,494,2968.44,28
Pakistan,"Rice, paddy",2010,30588,494,2968.44,23.75
Pakistan,"Rice, paddy",2010,30588,494,2968.44,27.45
Pakistan,"Rice, paddy",2010,30588,494,2968.44,25.48
Pakistan,"Rice, paddy",2010,30588,494,2968.44,26.79
Pakistan,"Rice, paddy",2010,30588,494,2968.44,19.52
Pakistan,"Rice, paddy",2010,30588,494,2968.44,23.75
Pakistan,Sorghum,2010,6171,494,2968.44,25.48
Pakistan,Sorghum,2010,6171,494,2968.44,23.75
Pakistan,Sorghum,2010,6171,494,2968.44,28
Pakistan,Sorghum,2010,6171,494,2968.44,23.75
Pakistan,Sorghum,2010,6171,494,2968.44,27.45
Pakistan,Sorghum,2010,6171,494,2968.44,25.48
Pakistan,Sorghum,2010,6171,494,2968.44,26.79
Pakistan,Sorghum,2010,6171,494,2968.44,19.52
Pakistan,Sorghum,2010,6171,494,2968.44,23.75
Pakistan,Soybeans,2010,5730,494,2968.44,25.48
Pakistan,Soybeans,2010,5730,494,2968.44,23.75
Pakistan,Soybeans,2010,5730,494,2968.44,28
Pakistan,Soybeans,2010,5730,494,2968.44,23.75
Pakistan,Soybeans,2010,5730,494,2968.44,27.45
Pakistan,Soybeans,2010,5730,494,2968.44,25.48
Pakistan,Soybeans,2010,5730,494,2968.44,26.79
Pakistan,Soybeans,2010,5730,494,2968.44,19.52
Pakistan,Soybeans,2010,5730,494,2968.44,23.75
Pakistan,Sweet potatoes,2010,109417,494,2968.44,25.48
Pakistan,Sweet potatoes,2010,109417,494,2968.44,23.75
Pakistan,Sweet potatoes,2010,109417,494,2968.44,28
Pakistan,Sweet potatoes,2010,109417,494,2968.44,23.75
Pakistan,Sweet potatoes,2010,109417,494,2968.44,27.45
Pakistan,Sweet potatoes,2010,109417,494,2968.44,25.48
Pakistan,Sweet potatoes,2010,109417,494,2968.44,26.79
Pakistan,Sweet potatoes,2010,109417,494,2968.44,19.52
Pakistan,Sweet potatoes,2010,109417,494,2968.44,23.75
Pakistan,Wheat,2010,25528,494,2968.44,25.48
Pakistan,Wheat,2010,25528,494,2968.44,23.75
Pakistan,Wheat,2010,25528,494,2968.44,28
Pakistan,Wheat,2010,25528,494,2968.44,23.75
Pakistan,Wheat,2010,25528,494,2968.44,27.45
Pakistan,Wheat,2010,25528,494,2968.44,25.48
Pakistan,Wheat,2010,25528,494,2968.44,26.79
Pakistan,Wheat,2010,25528,494,2968.44,19.52
Pakistan,Wheat,2010,25528,494,2968.44,23.75
Pakistan,Maize,2011,39897,494,1979.27,24.98
Pakistan,Maize,2011,39897,494,1979.27,23.36
Pakistan,Maize,2011,39897,494,1979.27,27.41
Pakistan,Maize,2011,39897,494,1979.27,23.36
Pakistan,Maize,2011,39897,494,1979.27,27.02
Pakistan,Maize,2011,39897,494,1979.27,24.98
Pakistan,Maize,2011,39897,494,1979.27,26.32
Pakistan,Maize,2011,39897,494,1979.27,19.53
Pakistan,Maize,2011,39897,494,1979.27,23.36
Pakistan,Potatoes,2011,219196,494,1979.27,24.98
Pakistan,Potatoes,2011,219196,494,1979.27,23.36
Pakistan,Potatoes,2011,219196,494,1979.27,27.41
Pakistan,Potatoes,2011,219196,494,1979.27,23.36
Pakistan,Potatoes,2011,219196,494,1979.27,27.02
Pakistan,Potatoes,2011,219196,494,1979.27,24.98
Pakistan,Potatoes,2011,219196,494,1979.27,26.32
Pakistan,Potatoes,2011,219196,494,1979.27,19.53
Pakistan,Potatoes,2011,219196,494,1979.27,23.36
Pakistan,"Rice, paddy",2011,35939,494,1979.27,24.98
Pakistan,"Rice, paddy",2011,35939,494,1979.27,23.36
Pakistan,"Rice, paddy",2011,35939,494,1979.27,27.41
Pakistan,"Rice, paddy",2011,35939,494,1979.27,23.36
Pakistan,"Rice, paddy",2011,35939,494,1979.27,27.02
Pakistan,"Rice, paddy",2011,35939,494,1979.27,24.98
Pakistan,"Rice, paddy",2011,35939,494,1979.27,26.32
Pakistan,"Rice, paddy",2011,35939,494,1979.27,19.53
Pakistan,"Rice, paddy",2011,35939,494,1979.27,23.36
Pakistan,Sorghum,2011,6417,494,1979.27,24.98
Pakistan,Sorghum,2011,6417,494,1979.27,23.36
Pakistan,Sorghum,2011,6417,494,1979.27,27.41
Pakistan,Sorghum,2011,6417,494,1979.27,23.36
Pakistan,Sorghum,2011,6417,494,1979.27,27.02
Pakistan,Sorghum,2011,6417,494,1979.27,24.98
Pakistan,Sorghum,2011,6417,494,1979.27,26.32
Pakistan,Sorghum,2011,6417,494,1979.27,19.53
Pakistan,Sorghum,2011,6417,494,1979.27,23.36
Pakistan,Soybeans,2011,6953,494,1979.27,24.98
Pakistan,Soybeans,2011,6953,494,1979.27,23.36
Pakistan,Soybeans,2011,6953,494,1979.27,27.41
Pakistan,Soybeans,2011,6953,494,1979.27,23.36
Pakistan,Soybeans,2011,6953,494,1979.27,27.02
Pakistan,Soybeans,2011,6953,494,1979.27,24.98
Pakistan,Soybeans,2011,6953,494,1979.27,26.32
Pakistan,Soybeans,2011,6953,494,1979.27,19.53
Pakistan,Soybeans,2011,6953,494,1979.27,23.36
Pakistan,Sweet potatoes,2011,99623,494,1979.27,24.98
Pakistan,Sweet potatoes,2011,99623,494,1979.27,23.36
Pakistan,Sweet potatoes,2011,99623,494,1979.27,27.41
Pakistan,Sweet potatoes,2011,99623,494,1979.27,23.36
Pakistan,Sweet potatoes,2011,99623,494,1979.27,27.02
Pakistan,Sweet potatoes,2011,99623,494,1979.27,24.98
Pakistan,Sweet potatoes,2011,99623,494,1979.27,26.32
Pakistan,Sweet potatoes,2011,99623,494,1979.27,19.53
Pakistan,Sweet potatoes,2011,99623,494,1979.27,23.36
Pakistan,Wheat,2011,28328,494,1979.27,24.98
Pakistan,Wheat,2011,28328,494,1979.27,23.36
Pakistan,Wheat,2011,28328,494,1979.27,27.41
Pakistan,Wheat,2011,28328,494,1979.27,23.36
Pakistan,Wheat,2011,28328,494,1979.27,27.02
Pakistan,Wheat,2011,28328,494,1979.27,24.98
Pakistan,Wheat,2011,28328,494,1979.27,26.32
Pakistan,Wheat,2011,28328,494,1979.27,19.53
Pakistan,Wheat,2011,28328,494,1979.27,23.36
Pakistan,Maize,2012,39830,494,990.09,24.87
Pakistan,Maize,2012,39830,494,990.09,23.1
Pakistan,Maize,2012,39830,494,990.09,27.23
Pakistan,Maize,2012,39830,494,990.09,23.1
Pakistan,Maize,2012,39830,494,990.09,26.75
Pakistan,Maize,2012,39830,494,990.09,24.87
Pakistan,Maize,2012,39830,494,990.09,26.11
Pakistan,Maize,2012,39830,494,990.09,18.74
Pakistan,Maize,2012,39830,494,990.09,23.1
Pakistan,Potatoes,2012,183405,494,990.09,24.87
Pakistan,Potatoes,2012,183405,494,990.09,23.1
Pakistan,Potatoes,2012,183405,494,990.09,27.23
Pakistan,Potatoes,2012,183405,494,990.09,23.1
Pakistan,Potatoes,2012,183405,494,990.09,26.75
Pakistan,Potatoes,2012,183405,494,990.09,24.87
Pakistan,Potatoes,2012,183405,494,990.09,26.11
Pakistan,Potatoes,2012,183405,494,990.09,18.74
Pakistan,Potatoes,2012,183405,494,990.09,23.1
Pakistan,"Rice, paddy",2012,35966,494,990.09,24.87
Pakistan,"Rice, paddy",2012,35966,494,990.09,23.1
Pakistan,"Rice, paddy",2012,35966,494,990.09,27.23
Pakistan,"Rice, paddy",2012,35966,494,990.09,23.1
Pakistan,"Rice, paddy",2012,35966,494,990.09,26.75
Pakistan,"Rice, paddy",2012,35966,494,990.09,24.87
Pakistan,"Rice, paddy",2012,35966,494,990.09,26.11
Pakistan,"Rice, paddy",2012,35966,494,990.09,18.74
Pakistan,"Rice, paddy",2012,35966,494,990.09,23.1
Pakistan,Sorghum,2012,6203,494,990.09,24.87
Pakistan,Sorghum,2012,6203,494,990.09,23.1
Pakistan,Sorghum,2012,6203,494,990.09,27.23
Pakistan,Sorghum,2012,6203,494,990.09,23.1
Pakistan,Sorghum,2012,6203,494,990.09,26.75
Pakistan,Sorghum,2012,6203,494,990.09,24.87
Pakistan,Sorghum,2012,6203,494,990.09,26.11
Pakistan,Sorghum,2012,6203,494,990.09,18.74
Pakistan,Sorghum,2012,6203,494,990.09,23.1
Pakistan,Soybeans,2012,7901,494,990.09,24.87
Pakistan,Soybeans,2012,7901,494,990.09,23.1
Pakistan,Soybeans,2012,7901,494,990.09,27.23
Pakistan,Soybeans,2012,7901,494,990.09,23.1
Pakistan,Soybeans,2012,7901,494,990.09,26.75
Pakistan,Soybeans,2012,7901,494,990.09,24.87
Pakistan,Soybeans,2012,7901,494,990.09,26.11
Pakistan,Soybeans,2012,7901,494,990.09,18.74
Pakistan,Soybeans,2012,7901,494,990.09,23.1
Pakistan,Sweet potatoes,2012,86553,494,990.09,24.87
Pakistan,Sweet potatoes,2012,86553,494,990.09,23.1
Pakistan,Sweet potatoes,2012,86553,494,990.09,27.23
Pakistan,Sweet potatoes,2012,86553,494,990.09,23.1
Pakistan,Sweet potatoes,2012,86553,494,990.09,26.75
Pakistan,Sweet potatoes,2012,86553,494,990.09,24.87
Pakistan,Sweet potatoes,2012,86553,494,990.09,26.11
Pakistan,Sweet potatoes,2012,86553,494,990.09,18.74
Pakistan,Sweet potatoes,2012,86553,494,990.09,23.1
Pakistan,Wheat,2012,27138,494,990.09,24.87
Pakistan,Wheat,2012,27138,494,990.09,23.1
Pakistan,Wheat,2012,27138,494,990.09,27.23
Pakistan,Wheat,2012,27138,494,990.09,23.1
Pakistan,Wheat,2012,27138,494,990.09,26.75
Pakistan,Wheat,2012,27138,494,990.09,24.87
Pakistan,Wheat,2012,27138,494,990.09,26.11
Pakistan,Wheat,2012,27138,494,990.09,18.74
Pakistan,Wheat,2012,27138,494,990.09,23.1
Pakistan,Maize,2013,42313,494,0.92,25.95
Pakistan,Maize,2013,42313,494,0.92,24.27
Pakistan,Maize,2013,42313,494,0.92,27.9
Pakistan,Maize,2013,42313,494,0.92,24.27
Pakistan,Maize,2013,42313,494,0.92,27.21
Pakistan,Maize,2013,42313,494,0.92,25.95
Pakistan,Maize,2013,42313,494,0.92,27.38
Pakistan,Maize,2013,42313,494,0.92,19.98
Pakistan,Maize,2013,42313,494,0.92,24.27
Pakistan,Potatoes,2013,218059,494,0.92,25.95
Pakistan,Potatoes,2013,218059,494,0.92,24.27
Pakistan,Potatoes,2013,218059,494,0.92,27.9
Pakistan,Potatoes,2013,218059,494,0.92,24.27
Pakistan,Potatoes,2013,218059,494,0.92,27.21
Pakistan,Potatoes,2013,218059,494,0.92,25.95
Pakistan,Potatoes,2013,218059,494,0.92,27.38
Pakistan,Potatoes,2013,218059,494,0.92,19.98
Pakistan,Potatoes,2013,218059,494,0.92,24.27
Pakistan,"Rice, paddy",2013,37528,494,0.92,25.95
Pakistan,"Rice, paddy",2013,37528,494,0.92,24.27
Pakistan,"Rice, paddy",2013,37528,494,0.92,27.9
Pakistan,"Rice, paddy",2013,37528,494,0.92,24.27
Pakistan,"Rice, paddy",2013,37528,494,0.92,27.21
Pakistan,"Rice, paddy",2013,37528,494,0.92,25.95
Pakistan,"Rice, paddy",2013,37528,494,0.92,27.38
Pakistan,"Rice, paddy",2013,37528,494,0.92,19.98
Pakistan,"Rice, paddy",2013,37528,494,0.92,24.27
Pakistan,Sorghum,2013,5987,494,0.92,25.95
Pakistan,Sorghum,2013,5987,494,0.92,24.27
Pakistan,Sorghum,2013,5987,494,0.92,27.9
Pakistan,Sorghum,2013,5987,494,0.92,24.27
Pakistan,Sorghum,2013,5987,494,0.92,27.21
Pakistan,Sorghum,2013,5987,494,0.92,25.95
Pakistan,Sorghum,2013,5987,494,0.92,27.38
Pakistan,Sorghum,2013,5987,494,0.92,19.98
Pakistan,Sorghum,2013,5987,494,0.92,24.27
Pakistan,Soybeans,2013,7222,494,0.92,25.95
Pakistan,Soybeans,2013,7222,494,0.92,24.27
Pakistan,Soybeans,2013,7222,494,0.92,27.9
Pakistan,Soybeans,2013,7222,494,0.92,24.27
Pakistan,Soybeans,2013,7222,494,0.92,27.21
Pakistan,Soybeans,2013,7222,494,0.92,25.95
Pakistan,Soybeans,2013,7222,494,0.92,27.38
Pakistan,Soybeans,2013,7222,494,0.92,19.98
Pakistan,Soybeans,2013,7222,494,0.92,24.27
Pakistan,Sweet potatoes,2013,88711,494,0.92,25.95
Pakistan,Sweet potatoes,2013,88711,494,0.92,24.27
Pakistan,Sweet potatoes,2013,88711,494,0.92,27.9
Pakistan,Sweet potatoes,2013,88711,494,0.92,24.27
Pakistan,Sweet potatoes,2013,88711,494,0.92,27.21
Pakistan,Sweet potatoes,2013,88711,494,0.92,25.95
Pakistan,Sweet potatoes,2013,88711,494,0.92,27.38
Pakistan,Sweet potatoes,2013,88711,494,0.92,19.98
Pakistan,Sweet potatoes,2013,88711,494,0.92,24.27
Pakistan,Wheat,2013,27957,494,0.92,25.95
Pakistan,Wheat,2013,27957,494,0.92,24.27
Pakistan,Wheat,2013,27957,494,0.92,27.9
Pakistan,Wheat,2013,27957,494,0.92,24.27
Pakistan,Wheat,2013,27957,494,0.92,27.21
Pakistan,Wheat,2013,27957,494,0.92,25.95
Pakistan,Wheat,2013,27957,494,0.92,27.38
Pakistan,Wheat,2013,27957,494,0.92,19.98
Pakistan,Wheat,2013,27957,494,0.92,24.27
Papua New Guinea,Cassava,1990,105566,3142,121,25.27
Papua New Guinea,Maize,1990,25000,3142,121,25.27
Papua New Guinea,Potatoes,1990,45000,3142,121,25.27
Papua New Guinea,"Rice, paddy",1990,18235,3142,121,25.27
Papua New Guinea,Sorghum,1990,41152,3142,121,25.27
Papua New Guinea,Sweet potatoes,1990,42115,3142,121,25.27
Papua New Guinea,Yams,1990,173554,3142,121,25.27
Papua New Guinea,Cassava,1991,105660,3142,121,25.04
Papua New Guinea,Maize,1991,25000,3142,121,25.04
Papua New Guinea,Potatoes,1991,44331,3142,121,25.04
Papua New Guinea,"Rice, paddy",1991,17458,3142,121,25.04
Papua New Guinea,Sorghum,1991,26190,3142,121,25.04
Papua New Guinea,Sweet potatoes,1991,47000,3142,121,25.04
Papua New Guinea,Yams,1991,176230,3142,121,25.04
Papua New Guinea,Cassava,1992,106604,3142,121,25.3
Papua New Guinea,Maize,1992,28872,3142,121,25.3
Papua New Guinea,Potatoes,1992,45333,3142,121,25.3
Papua New Guinea,"Rice, paddy",1992,17695,3142,121,25.3
Papua New Guinea,Sorghum,1992,26000,3142,121,25.3
Papua New Guinea,Sweet potatoes,1992,47500,3142,121,25.3
Papua New Guinea,Yams,1992,178455,3142,121,25.3
Papua New Guinea,Cassava,1993,106667,3142,172,25.02
Papua New Guinea,Maize,1993,30769,3142,172,25.02
Papua New Guinea,Potatoes,1993,47059,3142,172,25.02
Papua New Guinea,"Rice, paddy",1993,18000,3142,172,25.02
Papua New Guinea,Sorghum,1993,23333,3142,172,25.02
Papua New Guinea,Sweet potatoes,1993,48000,3142,172,25.02
Papua New Guinea,Yams,1993,176000,3142,172,25.02
Papua New Guinea,Cassava,1994,108571,3142,176,25.07
Papua New Guinea,Maize,1994,33615,3142,176,25.07
Papua New Guinea,Potatoes,1994,43750,3142,176,25.07
Papua New Guinea,"Rice, paddy",1994,17844,3142,176,25.07
Papua New Guinea,Sorghum,1994,24286,3142,176,25.07
Papua New Guinea,Sweet potatoes,1994,45000,3142,176,25.07
Papua New Guinea,Yams,1994,174797,3142,176,25.07
Papua New Guinea,Cassava,1995,106667,3142,105,25.44
Papua New Guinea,Maize,1995,35714,3142,105,25.44
Papua New Guinea,Potatoes,1995,47059,3142,105,25.44
Papua New Guinea,"Rice, paddy",1995,17872,3142,105,25.44
Papua New Guinea,Sorghum,1995,25000,3142,105,25.44
Papua New Guinea,Sweet potatoes,1995,46000,3142,105,25.44
Papua New Guinea,Yams,1995,174933,3142,105,25.44
Papua New Guinea,Cassava,1996,106667,3142,105,25.41
Papua New Guinea,Maize,1996,45199,3142,105,25.41
Papua New Guinea,Potatoes,1996,42500,3142,105,25.41
